1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0.0025249
19	0.0068688
20	0.0093179
21	0.013576
22	0.015952
23	0.020127
24	0.022432
25	0.026526
26	0.028762
27	0.032777
28	0.034945
29	0.038884
30	0.040988
31	0.044852
32	0.046892
33	0.050684
34	0.052663
35	0.056383
36	0.058303
37	0.061955
38	0.063816
39	0.067401
40	0.069207
41	0.072726
42	0.074478
43	0.077933
44	0.079632
45	0.083025
46	0.084672
47	0.088005
48	0.089602
49	0.092876
50	0.094425
51	0.097641
52	0.099143
53	0.1023
54	0.10376
55	0.10686
56	0.10828
57	0.11133
58	0.1127
59	0.1157
60	0.11702
61	0.11997
62	0.12126
63	0.12416
64	0.1254
65	0.12825
66	0.12946
67	0.13226
68	0.13343
69	0.13619
70	0.13733
71	0.14004
72	0.14114
73	0.1438
74	0.14487
75	0.14749
76	0.14852
77	0.1511
78	0.1521
79	0.15464
80	0.15561
81	0.15811
82	0.15905
83	0.16151
84	0.16241
85	0.16483
86	0.16571
87	0.16809
88	0.16894
89	0.17129
90	0.17211
91	0.17442
92	0.17522
93	0.17749
94	0.17826
95	0.1805
96	0.18125
97	0.18345
98	0.18417
99	0.18635
100	0.18704
101	0.18918
102	0.18985
103	0.19196
104	0.19261
105	0.19469
106	0.19532
107	0.19736
108	0.19797
109	0.19999
110	0.20057
111	0.20256
112	0.20312
113	0.20508
114	0.20562
115	0.20756
116	0.20808
117	0.20998
118	0.21049
119	0.21237
120	0.21285
121	0.2147
122	0.21517
123	0.217
124	0.21745
125	0.21925
126	0.21968
127	0.22145
128	0.22187
129	0.22362
130	0.22402
131	0.22575
132	0.22613
133	0.22783
134	0.2282
135	0.22988
136	0.23024
137	0.23189
138	0.23223
139	0.23387
140	0.23419
141	0.2358
142	0.23611
143	0.23771
144	0.238
145	0.23957
146	0.23986
147	0.24141
148	0.24168
149	0.24321
150	0.24347
151	0.24498
152	0.24522
153	0.24671
154	0.24695
155	0.24842
156	0.24864
157	0.25009
158	0.2503
159	0.25174
160	0.25193
161	0.25335
162	0.25354
163	0.25494
164	0.25511
165	0.25649
166	0.25666
167	0.25802
168	0.25818
