-3.7931	-3.778	-3.763	-3.7479	-3.7329	-3.7178	-3.7028	-3.6877	-3.6727	-3.6576	-3.6426	-3.6275	-3.6125	-3.5974	-3.5824	-3.5673	-3.5523	-3.5372	-3.5222	-3.5071	-3.4921	-3.477	-3.462	-3.4469	-3.4319	-3.4169	-3.4018	-3.3868	-3.3717	-3.3567	-3.3416	-3.3266	-3.3115	-3.2965	-3.2814	-3.2664	-3.2513	-3.2363	-3.2212	-3.2062	-3.1911	-3.1761	-3.161	-3.146	-3.1309	-3.1159	-3.1008	-3.0858	-3.0707	-3.0557	-3.0406	-3.0256	-3.0105	-2.9955	-2.9804	-2.9654	-2.9503	-2.9353	-2.9202	-2.9052	-2.8902	-2.8751	-2.8601	-2.845	-2.83	-2.8149	-2.7999	-2.7848	-2.7698	-2.7547	-2.7397	-2.7246	-2.7096	-2.6945	-2.6795	-2.6644	-2.6494	-2.6343	-2.6193	-2.6042	-2.5892	-2.5741	-2.5591	-2.544	-2.529	-2.5139	-2.4989	-2.4838	-2.4688	-2.4537	-2.4387	-2.4236	-2.4086	-2.3935	-2.3785	-2.3635	-2.3484	-2.3334	-2.3183	-2.3033	-2.2882	-2.2732	-2.2581	-2.2431	-2.228	-2.213	-2.1979	-2.1829	-2.1678	-2.1528	-2.1377	-2.1227	-2.1076	-2.0926	-2.0775	-2.0625	-2.0474	-2.0324	-2.0173	-2.0023	-1.9872	-1.9722	-1.9571	-1.9421	-1.927	-1.912	-1.8969	-1.8819	-1.8668	-1.8518	-1.8368	-1.8217	-1.8067	-1.7916	-1.7766	-1.7615	-1.7465	-1.7314	-1.7164	-1.7013	-1.6863	-1.6712	-1.6562	-1.6411	-1.6261	-1.611	-1.596	-1.5809	-1.5659	-1.5508	-1.5358	-1.5207	-1.5057	-1.4906	-1.4756	-1.4605	-1.4455	-1.4304	-1.4154	-1.4003	-1.3853	-1.3702	-1.3552	-1.3401	-1.3251	-1.3101	-1.295	-1.28	-1.2649	-1.2499	-1.2348	-1.2198	-1.2047	-1.1897	-1.1746	-1.1596	-1.1445	-1.1295	-1.1144	-1.0994	-1.0843	-1.0693	-1.0542	-1.0392	-1.0241	-1.0091	-0.99403	-0.97898	-0.96393	-0.94889	-0.93384	-0.91879	-0.90374	-0.88869	-0.87364	-0.85859	-0.84355	-0.8285	-0.81345	-0.7984
-3.77	-3.7549	-3.7399	-3.7248	-3.7098	-3.6947	-3.6797	-3.6647	-3.6496	-3.6346	-3.6195	-3.6045	-3.5894	-3.5744	-3.5593	-3.5443	-3.5292	-3.5142	-3.4991	-3.4841	-3.469	-3.454	-3.4389	-3.4239	-3.4088	-3.3938	-3.3787	-3.3637	-3.3486	-3.3336	-3.3185	-3.3035	-3.2884	-3.2734	-3.2583	-3.2433	-3.2282	-3.2132	-3.1981	-3.1831	-3.168	-3.153	-3.138	-3.1229	-3.1079	-3.0928	-3.0778	-3.0627	-3.0477	-3.0326	-3.0176	-3.0025	-2.9875	-2.9724	-2.9574	-2.9423	-2.9273	-2.9122	-2.8972	-2.8821	-2.8671	-2.852	-2.837	-2.8219	-2.8069	-2.7918	-2.7768	-2.7617	-2.7467	-2.7316	-2.7166	-2.7015	-2.6865	-2.6714	-2.6564	-2.6413	-2.6263	-2.6113	-2.5962	-2.5812	-2.5661	-2.5511	-2.536	-2.521	-2.5059	-2.4909	-2.4758	-2.4608	-2.4457	-2.4307	-2.4156	-2.4006	-2.3855	-2.3705	-2.3554	-2.3404	-2.3253	-2.3103	-2.2952	-2.2802	-2.2651	-2.2501	-2.235	-2.22	-2.2049	-2.1899	-2.1748	-2.1598	-2.1447	-2.1297	-2.1146	-2.0996	-2.0846	-2.0695	-2.0545	-2.0394	-2.0244	-2.0093	-1.9943	-1.9792	-1.9642	-1.9491	-1.9341	-1.919	-1.904	-1.8889	-1.8739	-1.8588	-1.8438	-1.8287	-1.8137	-1.7986	-1.7836	-1.7685	-1.7535	-1.7384	-1.7234	-1.7083	-1.6933	-1.6782	-1.6632	-1.6481	-1.6331	-1.618	-1.603	-1.5879	-1.5729	-1.5579	-1.5428	-1.5278	-1.5127	-1.4977	-1.4826	-1.4676	-1.4525	-1.4375	-1.4224	-1.4074	-1.3923	-1.3773	-1.3622	-1.3472	-1.3321	-1.3171	-1.302	-1.287	-1.2719	-1.2569	-1.2418	-1.2268	-1.2117	-1.1967	-1.1816	-1.1666	-1.1515	-1.1365	-1.1214	-1.1064	-1.0913	-1.0763	-1.0612	-1.0462	-1.0312	-1.0161	-1.0011	-0.98601	-0.97096	-0.95591	-0.94086	-0.92581	-0.91076	-0.89572	-0.88067	-0.86562	-0.85057	-0.83552	-0.82047	-0.80542	-0.79038	-0.77533
-3.7469	-3.7319	-3.7168	-3.7018	-3.6867	-3.6717	-3.6566	-3.6416	-3.6265	-3.6115	-3.5964	-3.5814	-3.5663	-3.5513	-3.5362	-3.5212	-3.5061	-3.4911	-3.476	-3.461	-3.4459	-3.4309	-3.4159	-3.4008	-3.3858	-3.3707	-3.3557	-3.3406	-3.3256	-3.3105	-3.2955	-3.2804	-3.2654	-3.2503	-3.2353	-3.2202	-3.2052	-3.1901	-3.1751	-3.16	-3.145	-3.1299	-3.1149	-3.0998	-3.0848	-3.0697	-3.0547	-3.0396	-3.0246	-3.0095	-2.9945	-2.9794	-2.9644	-2.9493	-2.9343	-2.9192	-2.9042	-2.8892	-2.8741	-2.8591	-2.844	-2.829	-2.8139	-2.7989	-2.7838	-2.7688	-2.7537	-2.7387	-2.7236	-2.7086	-2.6935	-2.6785	-2.6634	-2.6484	-2.6333	-2.6183	-2.6032	-2.5882	-2.5731	-2.5581	-2.543	-2.528	-2.5129	-2.4979	-2.4828	-2.4678	-2.4527	-2.4377	-2.4226	-2.4076	-2.3925	-2.3775	-2.3625	-2.3474	-2.3324	-2.3173	-2.3023	-2.2872	-2.2722	-2.2571	-2.2421	-2.227	-2.212	-2.1969	-2.1819	-2.1668	-2.1518	-2.1367	-2.1217	-2.1066	-2.0916	-2.0765	-2.0615	-2.0464	-2.0314	-2.0163	-2.0013	-1.9862	-1.9712	-1.9561	-1.9411	-1.926	-1.911	-1.8959	-1.8809	-1.8658	-1.8508	-1.8358	-1.8207	-1.8057	-1.7906	-1.7756	-1.7605	-1.7455	-1.7304	-1.7154	-1.7003	-1.6853	-1.6702	-1.6552	-1.6401	-1.6251	-1.61	-1.595	-1.5799	-1.5649	-1.5498	-1.5348	-1.5197	-1.5047	-1.4896	-1.4746	-1.4595	-1.4445	-1.4294	-1.4144	-1.3993	-1.3843	-1.3692	-1.3542	-1.3391	-1.3241	-1.3091	-1.294	-1.279	-1.2639	-1.2489	-1.2338	-1.2188	-1.2037	-1.1887	-1.1736	-1.1586	-1.1435	-1.1285	-1.1134	-1.0984	-1.0833	-1.0683	-1.0532	-1.0382	-1.0231	-1.0081	-0.99303	-0.97798	-0.96293	-0.94789	-0.93284	-0.91779	-0.90274	-0.88769	-0.87264	-0.85759	-0.84255	-0.8275	-0.81245	-0.7974	-0.78235	-0.7673	-0.75225
-3.7238	-3.7088	-3.6937	-3.6787	-3.6637	-3.6486	-3.6336	-3.6185	-3.6035	-3.5884	-3.5734	-3.5583	-3.5433	-3.5282	-3.5132	-3.4981	-3.4831	-3.468	-3.453	-3.4379	-3.4229	-3.4078	-3.3928	-3.3777	-3.3627	-3.3476	-3.3326	-3.3175	-3.3025	-3.2874	-3.2724	-3.2573	-3.2423	-3.2272	-3.2122	-3.1971	-3.1821	-3.167	-3.152	-3.137	-3.1219	-3.1069	-3.0918	-3.0768	-3.0617	-3.0467	-3.0316	-3.0166	-3.0015	-2.9865	-2.9714	-2.9564	-2.9413	-2.9263	-2.9112	-2.8962	-2.8811	-2.8661	-2.851	-2.836	-2.8209	-2.8059	-2.7908	-2.7758	-2.7607	-2.7457	-2.7306	-2.7156	-2.7005	-2.6855	-2.6704	-2.6554	-2.6403	-2.6253	-2.6103	-2.5952	-2.5802	-2.5651	-2.5501	-2.535	-2.52	-2.5049	-2.4899	-2.4748	-2.4598	-2.4447	-2.4297	-2.4146	-2.3996	-2.3845	-2.3695	-2.3544	-2.3394	-2.3243	-2.3093	-2.2942	-2.2792	-2.2641	-2.2491	-2.234	-2.219	-2.2039	-2.1889	-2.1738	-2.1588	-2.1437	-2.1287	-2.1136	-2.0986	-2.0836	-2.0685	-2.0535	-2.0384	-2.0234	-2.0083	-1.9933	-1.9782	-1.9632	-1.9481	-1.9331	-1.918	-1.903	-1.8879	-1.8729	-1.8578	-1.8428	-1.8277	-1.8127	-1.7976	-1.7826	-1.7675	-1.7525	-1.7374	-1.7224	-1.7073	-1.6923	-1.6772	-1.6622	-1.6471	-1.6321	-1.617	-1.602	-1.5869	-1.5719	-1.5569	-1.5418	-1.5268	-1.5117	-1.4967	-1.4816	-1.4666	-1.4515	-1.4365	-1.4214	-1.4064	-1.3913	-1.3763	-1.3612	-1.3462	-1.3311	-1.3161	-1.301	-1.286	-1.2709	-1.2559	-1.2408	-1.2258	-1.2107	-1.1957	-1.1806	-1.1656	-1.1505	-1.1355	-1.1204	-1.1054	-1.0903	-1.0753	-1.0602	-1.0452	-1.0302	-1.0151	-1.0001	-0.98501	-0.96996	-0.95491	-0.93986	-0.92481	-0.90976	-0.89472	-0.87967	-0.86462	-0.84957	-0.83452	-0.81947	-0.80442	-0.78938	-0.77433	-0.75928	-0.74423	-0.72918
-3.7008	-3.6857	-3.6707	-3.6556	-3.6406	-3.6255	-3.6105	-3.5954	-3.5804	-3.5653	-3.5503	-3.5352	-3.5202	-3.5051	-3.4901	-3.475	-3.46	-3.4449	-3.4299	-3.4149	-3.3998	-3.3848	-3.3697	-3.3547	-3.3396	-3.3246	-3.3095	-3.2945	-3.2794	-3.2644	-3.2493	-3.2343	-3.2192	-3.2042	-3.1891	-3.1741	-3.159	-3.144	-3.1289	-3.1139	-3.0988	-3.0838	-3.0687	-3.0537	-3.0386	-3.0236	-3.0085	-2.9935	-2.9784	-2.9634	-2.9483	-2.9333	-2.9182	-2.9032	-2.8882	-2.8731	-2.8581	-2.843	-2.828	-2.8129	-2.7979	-2.7828	-2.7678	-2.7527	-2.7377	-2.7226	-2.7076	-2.6925	-2.6775	-2.6624	-2.6474	-2.6323	-2.6173	-2.6022	-2.5872	-2.5721	-2.5571	-2.542	-2.527	-2.5119	-2.4969	-2.4818	-2.4668	-2.4517	-2.4367	-2.4216	-2.4066	-2.3915	-2.3765	-2.3615	-2.3464	-2.3314	-2.3163	-2.3013	-2.2862	-2.2712	-2.2561	-2.2411	-2.226	-2.211	-2.1959	-2.1809	-2.1658	-2.1508	-2.1357	-2.1207	-2.1056	-2.0906	-2.0755	-2.0605	-2.0454	-2.0304	-2.0153	-2.0003	-1.9852	-1.9702	-1.9551	-1.9401	-1.925	-1.91	-1.8949	-1.8799	-1.8648	-1.8498	-1.8348	-1.8197	-1.8047	-1.7896	-1.7746	-1.7595	-1.7445	-1.7294	-1.7144	-1.6993	-1.6843	-1.6692	-1.6542	-1.6391	-1.6241	-1.609	-1.594	-1.5789	-1.5639	-1.5488	-1.5338	-1.5187	-1.5037	-1.4886	-1.4736	-1.4585	-1.4435	-1.4284	-1.4134	-1.3983	-1.3833	-1.3682	-1.3532	-1.3381	-1.3231	-1.3081	-1.293	-1.278	-1.2629	-1.2479	-1.2328	-1.2178	-1.2027	-1.1877	-1.1726	-1.1576	-1.1425	-1.1275	-1.1124	-1.0974	-1.0823	-1.0673	-1.0522	-1.0372	-1.0221	-1.0071	-0.99203	-0.97698	-0.96193	-0.94689	-0.93184	-0.91679	-0.90174	-0.88669	-0.87164	-0.85659	-0.84155	-0.8265	-0.81145	-0.7964	-0.78135	-0.7663	-0.75125	-0.73621	-0.72116	-0.70611
-3.6777	-3.6627	-3.6476	-3.6326	-3.6175	-3.6025	-3.5874	-3.5724	-3.5573	-3.5423	-3.5272	-3.5122	-3.4971	-3.4821	-3.467	-3.452	-3.4369	-3.4219	-3.4068	-3.3918	-3.3767	-3.3617	-3.3466	-3.3316	-3.3165	-3.3015	-3.2864	-3.2714	-3.2563	-3.2413	-3.2262	-3.2112	-3.1961	-3.1811	-3.166	-3.151	-3.136	-3.1209	-3.1059	-3.0908	-3.0758	-3.0607	-3.0457	-3.0306	-3.0156	-3.0005	-2.9855	-2.9704	-2.9554	-2.9403	-2.9253	-2.9102	-2.8952	-2.8801	-2.8651	-2.85	-2.835	-2.8199	-2.8049	-2.7898	-2.7748	-2.7597	-2.7447	-2.7296	-2.7146	-2.6995	-2.6845	-2.6694	-2.6544	-2.6393	-2.6243	-2.6093	-2.5942	-2.5792	-2.5641	-2.5491	-2.534	-2.519	-2.5039	-2.4889	-2.4738	-2.4588	-2.4437	-2.4287	-2.4136	-2.3986	-2.3835	-2.3685	-2.3534	-2.3384	-2.3233	-2.3083	-2.2932	-2.2782	-2.2631	-2.2481	-2.233	-2.218	-2.2029	-2.1879	-2.1728	-2.1578	-2.1427	-2.1277	-2.1127	-2.0976	-2.0826	-2.0675	-2.0525	-2.0374	-2.0224	-2.0073	-1.9923	-1.9772	-1.9622	-1.9471	-1.9321	-1.917	-1.902	-1.8869	-1.8719	-1.8568	-1.8418	-1.8267	-1.8117	-1.7966	-1.7816	-1.7665	-1.7515	-1.7364	-1.7214	-1.7063	-1.6913	-1.6762	-1.6612	-1.6461	-1.6311	-1.616	-1.601	-1.586	-1.5709	-1.5559	-1.5408	-1.5258	-1.5107	-1.4957	-1.4806	-1.4656	-1.4505	-1.4355	-1.4204	-1.4054	-1.3903	-1.3753	-1.3602	-1.3452	-1.3301	-1.3151	-1.3	-1.285	-1.2699	-1.2549	-1.2398	-1.2248	-1.2097	-1.1947	-1.1796	-1.1646	-1.1495	-1.1345	-1.1194	-1.1044	-1.0893	-1.0743	-1.0593	-1.0442	-1.0292	-1.0141	-0.99906	-0.98401	-0.96896	-0.95391	-0.93886	-0.92381	-0.90876	-0.89372	-0.87867	-0.86362	-0.84857	-0.83352	-0.81847	-0.80342	-0.78838	-0.77333	-0.75828	-0.74323	-0.72818	-0.71313	-0.69808	-0.68304
-3.6546	-3.6396	-3.6245	-3.6095	-3.5944	-3.5794	-3.5643	-3.5493	-3.5342	-3.5192	-3.5041	-3.4891	-3.474	-3.459	-3.4439	-3.4289	-3.4139	-3.3988	-3.3838	-3.3687	-3.3537	-3.3386	-3.3236	-3.3085	-3.2935	-3.2784	-3.2634	-3.2483	-3.2333	-3.2182	-3.2032	-3.1881	-3.1731	-3.158	-3.143	-3.1279	-3.1129	-3.0978	-3.0828	-3.0677	-3.0527	-3.0376	-3.0226	-3.0075	-2.9925	-2.9774	-2.9624	-2.9473	-2.9323	-2.9172	-2.9022	-2.8872	-2.8721	-2.8571	-2.842	-2.827	-2.8119	-2.7969	-2.7818	-2.7668	-2.7517	-2.7367	-2.7216	-2.7066	-2.6915	-2.6765	-2.6614	-2.6464	-2.6313	-2.6163	-2.6012	-2.5862	-2.5711	-2.5561	-2.541	-2.526	-2.5109	-2.4959	-2.4808	-2.4658	-2.4507	-2.4357	-2.4206	-2.4056	-2.3905	-2.3755	-2.3605	-2.3454	-2.3304	-2.3153	-2.3003	-2.2852	-2.2702	-2.2551	-2.2401	-2.225	-2.21	-2.1949	-2.1799	-2.1648	-2.1498	-2.1347	-2.1197	-2.1046	-2.0896	-2.0745	-2.0595	-2.0444	-2.0294	-2.0143	-1.9993	-1.9842	-1.9692	-1.9541	-1.9391	-1.924	-1.909	-1.8939	-1.8789	-1.8638	-1.8488	-1.8338	-1.8187	-1.8037	-1.7886	-1.7736	-1.7585	-1.7435	-1.7284	-1.7134	-1.6983	-1.6833	-1.6682	-1.6532	-1.6381	-1.6231	-1.608	-1.593	-1.5779	-1.5629	-1.5478	-1.5328	-1.5177	-1.5027	-1.4876	-1.4726	-1.4575	-1.4425	-1.4274	-1.4124	-1.3973	-1.3823	-1.3672	-1.3522	-1.3371	-1.3221	-1.3071	-1.292	-1.277	-1.2619	-1.2469	-1.2318	-1.2168	-1.2017	-1.1867	-1.1716	-1.1566	-1.1415	-1.1265	-1.1114	-1.0964	-1.0813	-1.0663	-1.0512	-1.0362	-1.0211	-1.0061	-0.99103	-0.97598	-0.96093	-0.94589	-0.93084	-0.91579	-0.90074	-0.88569	-0.87064	-0.85559	-0.84055	-0.8255	-0.81045	-0.7954	-0.78035	-0.7653	-0.75025	-0.73521	-0.72016	-0.70511	-0.69006	-0.67501	-0.65996
-3.6316	-3.6165	-3.6015	-3.5864	-3.5714	-3.5563	-3.5413	-3.5262	-3.5112	-3.4961	-3.4811	-3.466	-3.451	-3.4359	-3.4209	-3.4058	-3.3908	-3.3757	-3.3607	-3.3456	-3.3306	-3.3155	-3.3005	-3.2854	-3.2704	-3.2553	-3.2403	-3.2252	-3.2102	-3.1951	-3.1801	-3.1651	-3.15	-3.135	-3.1199	-3.1049	-3.0898	-3.0748	-3.0597	-3.0447	-3.0296	-3.0146	-2.9995	-2.9845	-2.9694	-2.9544	-2.9393	-2.9243	-2.9092	-2.8942	-2.8791	-2.8641	-2.849	-2.834	-2.8189	-2.8039	-2.7888	-2.7738	-2.7587	-2.7437	-2.7286	-2.7136	-2.6985	-2.6835	-2.6684	-2.6534	-2.6384	-2.6233	-2.6083	-2.5932	-2.5782	-2.5631	-2.5481	-2.533	-2.518	-2.5029	-2.4879	-2.4728	-2.4578	-2.4427	-2.4277	-2.4126	-2.3976	-2.3825	-2.3675	-2.3524	-2.3374	-2.3223	-2.3073	-2.2922	-2.2772	-2.2621	-2.2471	-2.232	-2.217	-2.2019	-2.1869	-2.1718	-2.1568	-2.1417	-2.1267	-2.1117	-2.0966	-2.0816	-2.0665	-2.0515	-2.0364	-2.0214	-2.0063	-1.9913	-1.9762	-1.9612	-1.9461	-1.9311	-1.916	-1.901	-1.8859	-1.8709	-1.8558	-1.8408	-1.8257	-1.8107	-1.7956	-1.7806	-1.7655	-1.7505	-1.7354	-1.7204	-1.7053	-1.6903	-1.6752	-1.6602	-1.6451	-1.6301	-1.615	-1.6	-1.585	-1.5699	-1.5549	-1.5398	-1.5248	-1.5097	-1.4947	-1.4796	-1.4646	-1.4495	-1.4345	-1.4194	-1.4044	-1.3893	-1.3743	-1.3592	-1.3442	-1.3291	-1.3141	-1.299	-1.284	-1.2689	-1.2539	-1.2388	-1.2238	-1.2087	-1.1937	-1.1786	-1.1636	-1.1485	-1.1335	-1.1184	-1.1034	-1.0883	-1.0733	-1.0583	-1.0432	-1.0282	-1.0131	-0.99806	-0.98301	-0.96796	-0.95291	-0.93786	-0.92281	-0.90776	-0.89272	-0.87767	-0.86262	-0.84757	-0.83252	-0.81747	-0.80242	-0.78738	-0.77233	-0.75728	-0.74223	-0.72718	-0.71213	-0.69709	-0.68204	-0.66699	-0.65194	-0.63689
-3.6085	-3.5934	-3.5784	-3.5633	-3.5483	-3.5332	-3.5182	-3.5031	-3.4881	-3.473	-3.458	-3.4429	-3.4279	-3.4129	-3.3978	-3.3828	-3.3677	-3.3527	-3.3376	-3.3226	-3.3075	-3.2925	-3.2774	-3.2624	-3.2473	-3.2323	-3.2172	-3.2022	-3.1871	-3.1721	-3.157	-3.142	-3.1269	-3.1119	-3.0968	-3.0818	-3.0667	-3.0517	-3.0366	-3.0216	-3.0065	-2.9915	-2.9764	-2.9614	-2.9463	-2.9313	-2.9162	-2.9012	-2.8862	-2.8711	-2.8561	-2.841	-2.826	-2.8109	-2.7959	-2.7808	-2.7658	-2.7507	-2.7357	-2.7206	-2.7056	-2.6905	-2.6755	-2.6604	-2.6454	-2.6303	-2.6153	-2.6002	-2.5852	-2.5701	-2.5551	-2.54	-2.525	-2.5099	-2.4949	-2.4798	-2.4648	-2.4497	-2.4347	-2.4196	-2.4046	-2.3895	-2.3745	-2.3595	-2.3444	-2.3294	-2.3143	-2.2993	-2.2842	-2.2692	-2.2541	-2.2391	-2.224	-2.209	-2.1939	-2.1789	-2.1638	-2.1488	-2.1337	-2.1187	-2.1036	-2.0886	-2.0735	-2.0585	-2.0434	-2.0284	-2.0133	-1.9983	-1.9832	-1.9682	-1.9531	-1.9381	-1.923	-1.908	-1.8929	-1.8779	-1.8628	-1.8478	-1.8328	-1.8177	-1.8027	-1.7876	-1.7726	-1.7575	-1.7425	-1.7274	-1.7124	-1.6973	-1.6823	-1.6672	-1.6522	-1.6371	-1.6221	-1.607	-1.592	-1.5769	-1.5619	-1.5468	-1.5318	-1.5167	-1.5017	-1.4866	-1.4716	-1.4565	-1.4415	-1.4264	-1.4114	-1.3963	-1.3813	-1.3662	-1.3512	-1.3361	-1.3211	-1.3061	-1.291	-1.276	-1.2609	-1.2459	-1.2308	-1.2158	-1.2007	-1.1857	-1.1706	-1.1556	-1.1405	-1.1255	-1.1104	-1.0954	-1.0803	-1.0653	-1.0502	-1.0352	-1.0201	-1.0051	-0.99003	-0.97498	-0.95994	-0.94489	-0.92984	-0.91479	-0.89974	-0.88469	-0.86964	-0.8546	-0.83955	-0.8245	-0.80945	-0.7944	-0.77935	-0.7643	-0.74926	-0.73421	-0.71916	-0.70411	-0.68906	-0.67401	-0.65896	-0.64392	-0.62887	-0.61382
-3.5854	-3.5704	-3.5553	-3.5403	-3.5252	-3.5102	-3.4951	-3.4801	-3.465	-3.45	-3.4349	-3.4199	-3.4048	-3.3898	-3.3747	-3.3597	-3.3446	-3.3296	-3.3145	-3.2995	-3.2844	-3.2694	-3.2543	-3.2393	-3.2242	-3.2092	-3.1941	-3.1791	-3.1641	-3.149	-3.134	-3.1189	-3.1039	-3.0888	-3.0738	-3.0587	-3.0437	-3.0286	-3.0136	-2.9985	-2.9835	-2.9684	-2.9534	-2.9383	-2.9233	-2.9082	-2.8932	-2.8781	-2.8631	-2.848	-2.833	-2.8179	-2.8029	-2.7878	-2.7728	-2.7577	-2.7427	-2.7276	-2.7126	-2.6975	-2.6825	-2.6674	-2.6524	-2.6374	-2.6223	-2.6073	-2.5922	-2.5772	-2.5621	-2.5471	-2.532	-2.517	-2.5019	-2.4869	-2.4718	-2.4568	-2.4417	-2.4267	-2.4116	-2.3966	-2.3815	-2.3665	-2.3514	-2.3364	-2.3213	-2.3063	-2.2912	-2.2762	-2.2611	-2.2461	-2.231	-2.216	-2.2009	-2.1859	-2.1708	-2.1558	-2.1407	-2.1257	-2.1107	-2.0956	-2.0806	-2.0655	-2.0505	-2.0354	-2.0204	-2.0053	-1.9903	-1.9752	-1.9602	-1.9451	-1.9301	-1.915	-1.9	-1.8849	-1.8699	-1.8548	-1.8398	-1.8247	-1.8097	-1.7946	-1.7796	-1.7645	-1.7495	-1.7344	-1.7194	-1.7043	-1.6893	-1.6742	-1.6592	-1.6441	-1.6291	-1.614	-1.599	-1.584	-1.5689	-1.5539	-1.5388	-1.5238	-1.5087	-1.4937	-1.4786	-1.4636	-1.4485	-1.4335	-1.4184	-1.4034	-1.3883	-1.3733	-1.3582	-1.3432	-1.3281	-1.3131	-1.298	-1.283	-1.2679	-1.2529	-1.2378	-1.2228	-1.2077	-1.1927	-1.1776	-1.1626	-1.1475	-1.1325	-1.1174	-1.1024	-1.0873	-1.0723	-1.0573	-1.0422	-1.0272	-1.0121	-0.99706	-0.98201	-0.96696	-0.95191	-0.93686	-0.92181	-0.90677	-0.89172	-0.87667	-0.86162	-0.84657	-0.83152	-0.81647	-0.80143	-0.78638	-0.77133	-0.75628	-0.74123	-0.72618	-0.71113	-0.69609	-0.68104	-0.66599	-0.65094	-0.63589	-0.62084	-0.60579	-0.59075
