1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	1
56	0.19403
57	0.3012
58	-0.23562
59	-0.05974
60	-0.17875
61	0.04796
62	0.018591
63	0.1093
64	0.032212
65	0.035954
66	-0.023106
67	-0.011898
68	-0.025421
69	-0.0034593
70	-0.005083
71	0.0042845
72	-0.0032989
73	-0.0038865
74	-0.010653
75	-0.010464
76	-0.012206
77	-0.010206
78	-0.010282
79	-0.0093002
80	-0.010002
81	-0.010094
82	-0.010783
83	-0.010765
84	-0.010867
85	-0.010552
86	-0.010398
87	-0.010127
88	-0.010013
89	-0.0098407
90	-0.009721
91	-0.0095254
92	-0.0093307
93	-0.0090873
94	-0.0088533
95	-0.0086056
96	-0.0083729
97	-0.0081356
98	-0.0079047
99	-0.0076681
100	-0.0074331
101	-0.0071954
102	-0.0069614
103	-0.0067294
104	-0.0065027
105	-0.0062798
106	-0.0060619
107	-0.0058479
108	-0.0056387
109	-0.005434
110	-0.0052344
111	-0.0050399
112	-0.0048508
113	-0.004667
114	-0.0044887
115	-0.0043156
116	-0.0041479
117	-0.0039853
118	-0.0038281
119	-0.0036759
120	-0.0035289
121	-0.0033869
122	-0.0032498
123	-0.0031175
124	-0.0029899
125	-0.0028669
126	-0.0027484
127	-0.0026343
128	-0.0025245
129	-0.0024187
130	-0.002317
131	-0.0022192
132	-0.0021252
133	-0.0020348
134	-0.001948
135	-0.0018646
136	-0.0017845
137	-0.0017076
138	-0.0016338
139	-0.0015631
140	-0.0014951
141	-0.00143
142	-0.0013675
143	-0.0013077
144	-0.0012503
145	-0.0011953
146	-0.0011426
147	-0.0010921
148	-0.0010437
149	-0.00099737
150	-0.00095301
151	-0.00091054
152	-0.00086989
153	-0.00083097
154	-0.00079373
155	-0.00075809
156	-0.00072399
157	-0.00069137
158	-0.00066016
159	-0.00063032
160	-0.00060177
